NUM_CLIENTS,NUM_ROUNDS,BATCH_SIZE,NOISE_MULTIPLIER,EVAL_RATIO,ACCURACY
2,10,32,0.1,0.1,0.097
2,10,32,0.1,0.1,0.097
2,10,32,0.1,0.1,0.097
2,10,32,0.1,0.3,0.0976
2,10,32,0.1,0.3,0.1
2,10,32,0.1,0.3,0.1
2,10,32,0.1,0.3,0.1
2,10,32,0.1,0.3,0.1
2,10,32,0.1,0.3,0.0976
2,10,32,0.1,0.3,0.0976
2,10,32,0.1,0.3,0.1004
2,10,32,0.1,0.3,0.1004
2,10,32,0.1,0.3,0.1002
2,10,32,0.1,0.75,0.098
2,10,32,0.1,0.75,0.1012
2,10,32,0.1,0.75,0.1016
2,10,32,0.1,0.75,0.1036
2,10,32,0.1,0.75,0.1066
