NUM_CLIENTS,NUM_ROUNDS,BATCH_SIZE,NOISE_MULTIPLIER,EVAL_RATIO,ACCURACY
2,10,32,0.1,0.75,0.10340000000000002
2,10,32,0.1,0.75,0.1046
2,10,32,0.1,0.75,0.1054
2,10,32,0.1,0.75,0.1064
2,10,32,0.1,0.75,0.1038
2,10,32,0.1,0.9,0.0984
2,10,32,0.1,0.9,0.109
2,10,32,0.1,0.9,0.0986
2,10,32,0.1,0.9,0.0996
2,10,32,0.1,0.9,0.0996
2,10,32,0.1,0.9,0.1116
2,10,32,0.1,0.9,0.1268
2,10,32,0.1,0.9,0.11599999999999999
2,10,32,0.1,0.9,0.0976
2,10,32,0.1,0.9,0.0986
2,10,32,0.1,1,0.0986
2,10,32,0.1,1,0.0986
2,10,32,0.1,1,0.0986
2,10,32,0.1,1,0.104
2,10,32,0.1,1,0.0996
2,10,32,0.1,1,0.09970000000000001
2,10,32,0.1,1,0.0994
2,10,32,0.1,1,0.0989
2,10,32,0.1,1,0.09870000000000001
2,10,32,0.1,1,0.09870000000000001
2,10,32,0.4,0.1,0.0942
2,10,32,0.4,0.1,0.0968
2,10,32,0.4,0.1,0.0974
2,10,32,0.4,0.1,0.094
2,10,32,0.4,0.1,0.097
2,10,32,0.4,0.1,0.097
2,10,32,0.4,0.1,0.0904
2,10,32,0.4,0.1,0.0794
2,10,32,0.4,0.1,0.09
2,10,32,0.4,0.1,0.0952
2,10,32,0.4,0.3,0.0978
2,10,32,0.4,0.3,0.1046
2,10,32,0.4,0.3,0.1368
2,10,32,0.4,0.3,0.11760000000000001
2,10,32,0.4,0.3,0.11479999999999999
2,10,32,0.4,0.3,0.1004
2,10,32,0.4,0.3,0.1004
2,10,32,0.4,0.3,0.1056
2,10,32,0.4,0.3,0.1012
2,10,32,0.4,0.75,0.0986
2,10,32,0.4,0.75,0.1042
2,10,32,0.4,0.75,0.1306
2,10,32,0.4,0.75,0.1284
2,10,32,0.4,0.75,0.1226
2,10,32,0.4,0.75,0.1202
2,10,32,0.4,0.75,0.1238
2,10,32,0.4,0.75,0.1302
2,10,32,0.4,0.75,0.1342
2,10,32,0.4,0.75,0.1346
2,10,32,0.4,0.9,0.0984
2,10,32,0.4,0.9,0.1058
2,10,32,0.4,0.9,0.1046
2,10,32,0.4,0.9,0.104
2,10,32,0.4,0.9,0.095
2,10,32,0.4,0.9,0.097
2,10,32,0.4,0.9,0.1018
2,10,32,0.4,0.9,0.096
2,10,32,0.4,0.9,0.0974
2,10,32,0.4,0.9,0.0978
2,10,32,0.4,1,0.0986
2,10,32,0.4,1,0.1068
2,10,32,0.4,1,0.1013
2,10,32,0.4,1,0.10740000000000001
2,10,32,0.4,1,0.1189
2,10,32,0.4,1,0.1163
2,10,32,0.4,1,0.113
2,10,32,0.4,1,0.1143
2,10,32,0.4,1,0.11339999999999999
2,10,32,0.4,1,0.10749999999999998
2,10,32,1.1,0.1,0.0978
2,10,32,1.1,0.1,0.0942
2,10,32,1.1,0.1,0.107
2,10,32,1.1,0.1,0.1082
2,10,32,1.1,0.1,0.103
2,10,32,1.1,0.1,0.1004
2,10,32,1.1,0.1,0.0944
2,10,32,1.1,0.1,0.089
2,10,32,1.1,0.1,0.1126
2,10,32,1.1,0.1,0.111
2,10,32,1.1,0.3,0.1012
2,10,32,1.1,0.3,0.0986
2,10,32,1.1,0.3,0.11699999999999999
2,10,32,1.1,0.3,0.1058
2,10,32,1.1,0.3,0.1074
2,10,32,1.1,0.3,0.1042
2,10,32,1.1,0.3,0.1214
2,10,32,1.1,0.3,0.11420000000000001
2,10,32,1.1,0.3,0.108
2,10,32,1.1,0.3,0.11460000000000001
2,10,32,1.1,0.75,0.11179999999999998
2,10,32,1.1,0.75,0.112
2,10,32,1.1,0.75,0.1074
2,10,32,1.1,0.75,0.11179999999999998
2,10,32,1.1,0.75,0.11820000000000001
2,10,32,1.1,0.75,0.11660000000000001
2,10,32,1.1,0.75,0.126
2,10,32,1.1,0.75,0.131
2,10,32,1.1,0.75,0.11839999999999999
2,10,32,1.1,0.75,0.0922
2,10,32,1.1,0.9,0.0924
2,10,32,1.1,0.9,0.1006
2,10,32,1.1,0.9,0.0984
2,10,32,1.1,0.9,0.1012
2,10,32,1.1,0.9,0.105
2,10,32,1.1,0.9,0.1064
2,10,32,1.1,0.9,0.1084
2,10,32,1.1,0.9,0.1094
2,10,32,1.1,0.9,0.1072
2,10,32,1.1,0.9,0.1248
2,10,32,1.1,1,0.10180000000000002
2,10,32,1.1,1,0.10490000000000001
2,10,32,1.1,1,0.1084
2,10,32,1.1,1,0.1036
2,10,32,1.1,1,0.1056
2,10,32,1.1,1,0.11050000000000001
2,10,32,1.1,1,0.10100000000000002
2,10,32,1.1,1,0.09799999999999999
2,10,32,1.1,1,0.0996
2,10,32,1.1,1,0.0996
